Column,Original_Text,Tokenized_Sentences,Tokenized_Words
Question,discuss the function of one structure for reproduction found in angiosperms,['discuss the function of one structure for reproduction found in angiosperms'],"['discuss', 'the', 'function', 'of', 'one', 'structure', 'for', 'reproduction', 'found', 'in', 'angiosperms']"
Question,discuss the function of one structure for reproduction found in angiosperms,['discuss the function of one structure for reproduction found in angiosperms'],"['discuss', 'the', 'function', 'of', 'one', 'structure', 'for', 'reproduction', 'found', 'in', 'angiosperms']"
Question,discuss the function of one structure for reproduction found in angiosperms,['discuss the function of one structure for reproduction found in angiosperms'],"['discuss', 'the', 'function', 'of', 'one', 'structure', 'for', 'reproduction', 'found', 'in', 'angiosperms']"
Question,discuss the function of one structure for reproduction found in angiosperms,['discuss the function of one structure for reproduction found in angiosperms'],"['discuss', 'the', 'function', 'of', 'one', 'structure', 'for', 'reproduction', 'found', 'in', 'angiosperms']"
Question,discuss the function of one structure for reproduction found in angiosperms,['discuss the function of one structure for reproduction found in angiosperms'],"['discuss', 'the', 'function', 'of', 'one', 'structure', 'for', 'reproduction', 'found', 'in', 'angiosperms']"
Question,discuss the function of one structure for reproduction found in angiosperms,['discuss the function of one structure for reproduction found in angiosperms'],"['discuss', 'the', 'function', 'of', 'one', 'structure', 'for', 'reproduction', 'found', 'in', 'angiosperms']"
Question,discuss the function of one structure for reproduction found in angiosperms,['discuss the function of one structure for reproduction found in angiosperms'],"['discuss', 'the', 'function', 'of', 'one', 'structure', 'for', 'reproduction', 'found', 'in', 'angiosperms']"
Question,discuss the function of one structure for reproduction found in angiosperms,['discuss the function of one structure for reproduction found in angiosperms'],"['discuss', 'the', 'function', 'of', 'one', 'structure', 'for', 'reproduction', 'found', 'in', 'angiosperms']"
Question,discuss the function of one structure for reproduction found in angiosperms,['discuss the function of one structure for reproduction found in angiosperms'],"['discuss', 'the', 'function', 'of', 'one', 'structure', 'for', 'reproduction', 'found', 'in', 'angiosperms']"
Question,discuss the function of one structure for reproduction found in angiosperms,['discuss the function of one structure for reproduction found in angiosperms'],"['discuss', 'the', 'function', 'of', 'one', 'structure', 'for', 'reproduction', 'found', 'in', 'angiosperms']"
Question,discuss the function of one structure for reproduction found in angiosperms,['discuss the function of one structure for reproduction found in angiosperms'],"['discuss', 'the', 'function', 'of', 'one', 'structure', 'for', 'reproduction', 'found', 'in', 'angiosperms']"
Question,discuss the function of one structure for reproduction found in angiosperms,['discuss the function of one structure for reproduction found in angiosperms'],"['discuss', 'the', 'function', 'of', 'one', 'structure', 'for', 'reproduction', 'found', 'in', 'angiosperms']"
Question,discuss the function of one structure for reproduction found in angiosperms,['discuss the function of one structure for reproduction found in angiosperms'],"['discuss', 'the', 'function', 'of', 'one', 'structure', 'for', 'reproduction', 'found', 'in', 'angiosperms']"
Question,discuss the function of one structure for reproduction found in angiosperms,['discuss the function of one structure for reproduction found in angiosperms'],"['discuss', 'the', 'function', 'of', 'one', 'structure', 'for', 'reproduction', 'found', 'in', 'angiosperms']"
Question,discuss the function of one structure for reproduction found in angiosperms,['discuss the function of one structure for reproduction found in angiosperms'],"['discuss', 'the', 'function', 'of', 'one', 'structure', 'for', 'reproduction', 'found', 'in', 'angiosperms']"
Question,discuss the function of one structure for reproduction found in angiosperms,['discuss the function of one structure for reproduction found in angiosperms'],"['discuss', 'the', 'function', 'of', 'one', 'structure', 'for', 'reproduction', 'found', 'in', 'angiosperms']"
Question,discuss the function of one structure for reproduction found in angiosperms,['discuss the function of one structure for reproduction found in angiosperms'],"['discuss', 'the', 'function', 'of', 'one', 'structure', 'for', 'reproduction', 'found', 'in', 'angiosperms']"
Question,discuss the function of one structure for reproduction found in angiosperms,['discuss the function of one structure for reproduction found in angiosperms'],"['discuss', 'the', 'function', 'of', 'one', 'structure', 'for', 'reproduction', 'found', 'in', 'angiosperms']"
Question,discuss the function of one structure for reproduction found in angiosperms,['discuss the function of one structure for reproduction found in angiosperms'],"['discuss', 'the', 'function', 'of', 'one', 'structure', 'for', 'reproduction', 'found', 'in', 'angiosperms']"
Answer,H2O,['H2O'],['H2O']
Answer,Two,['Two'],['Two']
Answer,105 Degrees,['105 Degrees'],"['105', 'Degrees']"
Answer,Its polarization of charges,['Its polarization of charges'],"['Its', 'polarization', 'of', 'charges']"
Answer,The Oxygen atom.,['The Oxygen atom.'],"['The', 'Oxygen', 'atom', '.']"
Answer,Two covalent bonds,['Two covalent bonds'],"['Two', 'covalent', 'bonds']"
Answer,A Hydrogen Bond,['A Hydrogen Bond'],"['A', 'Hydrogen', 'Bond']"
Answer,"The null hypothesis and alternative hypothesis are two key concepts in hypothesis testing, a statistical method used to determine whether an observed effect or relationship in data is statistically significant.","['The null hypothesis and alternative hypothesis are two key concepts in hypothesis testing, a statistical method used to determine whether an observed effect or relationship in data is statistically significant.']","['The', 'null', 'hypothesis', 'and', 'alternative', 'hypothesis', 'are', 'two', 'key', 'concepts', 'in', 'hypothesis', 'testing', ',', 'a', 'statistical', 'method', 'used', 'to', 'determine', 'whether', 'an', 'observed', 'effect', 'or', 'relationship', 'in', 'data', 'is', 'statistically', 'significant', '.']"
Answer,The control or control group is a seperate group within a study that is not affected by the independent variable.,['The control or control group is a seperate group within a study that is not affected by the independent variable.'],"['The', 'control', 'or', 'control', 'group', 'is', 'a', 'seperate', 'group', 'within', 'a', 'study', 'that', 'is', 'not', 'affected', 'by', 'the', 'independent', 'variable', '.']"
Answer,constants are variables that are kept the same or consistent throughout the entire experiment. ,['constants are variables that are kept the same or consistent throughout the entire experiment.'],"['constants', 'are', 'variables', 'that', 'are', 'kept', 'the', 'same', 'or', 'consistent', 'throughout', 'the', 'entire', 'experiment', '.']"
Answer,"Some examples include but are not limited to: Temperature, Lighting Conditions, Time, Equipment, Solution Concentrations, and pH","['Some examples include but are not limited to: Temperature, Lighting Conditions, Time, Equipment, Solution Concentrations, and pH']","['Some', 'examples', 'include', 'but', 'are', 'not', 'limited', 'to', ':', 'Temperature', ',', 'Lighting', 'Conditions', ',', 'Time', ',', 'Equipment', ',', 'Solution', 'Concentrations', ',', 'and', 'pH']"
Answer,Repeating an experiment can account for the variability between results.,['Repeating an experiment can account for the variability between results.'],"['Repeating', 'an', 'experiment', 'can', 'account', 'for', 'the', 'variability', 'between', 'results', '.']"
Answer,"SEM bars stand for ""standard error of the mean"" bars. They are a type of graphical representation used in scientific research to show the variability of a sample mean around the true population mean.","['SEM bars stand for ""standard error of the mean"" bars.', 'They are a type of graphical representation used in scientific research to show the variability of a sample mean around the true population mean.']","['SEM', 'bars', 'stand', 'for', '``', 'standard', 'error', 'of', 'the', 'mean', ""''"", 'bars', '.', 'They', 'are', 'a', 'type', 'of', 'graphical', 'representation', 'used', 'in', 'scientific', 'research', 'to', 'show', 'the', 'variability', 'of', 'a', 'sample', 'mean', 'around', 'the', 'true', 'population', 'mean', '.']"
Answer,Chi-square (χ²) is a statistical test that is used to analyze categorical data and determine whether there is a significant association or difference between observed and expected frequencies. It is typically used to test hypotheses about the proportions or frequencies of categories in a population.,"['Chi-square (χ²) is a statistical test that is used to analyze categorical data and determine whether there is a significant association or difference between observed and expected frequencies.', 'It is typically used to test hypotheses about the proportions or frequencies of categories in a population.']","['Chi-square', '(', 'χ²', ')', 'is', 'a', 'statistical', 'test', 'that', 'is', 'used', 'to', 'analyze', 'categorical', 'data', 'and', 'determine', 'whether', 'there', 'is', 'a', 'significant', 'association', 'or', 'difference', 'between', 'observed', 'and', 'expected', 'frequencies', '.', 'It', 'is', 'typically', 'used', 'to', 'test', 'hypotheses', 'about', 'the', 'proportions', 'or', 'frequencies', 'of', 'categories', 'in', 'a', 'population', '.']"
Answer,"Histograms are a type of graph used to represent the distribution of numerical data. They display the frequency or count of data points that fall within specified intervals, called bins, along a horizontal axis.","['Histograms are a type of graph used to represent the distribution of numerical data.', 'They display the frequency or count of data points that fall within specified intervals, called bins, along a horizontal axis.']","['Histograms', 'are', 'a', 'type', 'of', 'graph', 'used', 'to', 'represent', 'the', 'distribution', 'of', 'numerical', 'data', '.', 'They', 'display', 'the', 'frequency', 'or', 'count', 'of', 'data', 'points', 'that', 'fall', 'within', 'specified', 'intervals', ',', 'called', 'bins', ',', 'along', 'a', 'horizontal', 'axis', '.']"
Answer,The property of water being an Excellent solvent ,['The property of water being an Excellent solvent'],"['The', 'property', 'of', 'water', 'being', 'an', 'Excellent', 'solvent']"
Answer,The property of water having high surface tension,['The property of water having high surface tension'],"['The', 'property', 'of', 'water', 'having', 'high', 'surface', 'tension']"
Answer,4 degrees celsius,['4 degrees celsius'],"['4', 'degrees', 'celsius']"
Answer,High boiling and melting points,['High boiling and melting points'],"['High', 'boiling', 'and', 'melting', 'points']"
Answer,Water has a high heat of vaporization,['Water has a high heat of vaporization'],"['Water', 'has', 'a', 'high', 'heat', 'of', 'vaporization']"
Answer,Water has a higher heat capacity than sand,['Water has a higher heat capacity than sand'],"['Water', 'has', 'a', 'higher', 'heat', 'capacity', 'than', 'sand']"
Answer,Water is a polar substance,['Water is a polar substance'],"['Water', 'is', 'a', 'polar', 'substance']"
Answer,The attraction between water molecules,['The attraction between water molecules'],"['The', 'attraction', 'between', 'water', 'molecules']"
Answer,V-shaped,['V-shaped'],['V-shaped']
Answer,Negative,['Negative'],['Negative']
Answer,Its ability to dissolve other polar or ionic substances,['Its ability to dissolve other polar or ionic substances'],"['Its', 'ability', 'to', 'dissolve', 'other', 'polar', 'or', 'ionic', 'substances']"
Answer,Dehydration synthesis,['Dehydration synthesis'],"['Dehydration', 'synthesis']"
Answer,D. A leaf floats on the surface of a puddle.,['D. A leaf floats on the surface of a puddle.'],"['D.', 'A', 'leaf', 'floats', 'on', 'the', 'surface', 'of', 'a', 'puddle', '.']"
Answer,D. Water’s polarity allows it to dissolve ionic and polar compounds.,['D. Water’s polarity allows it to dissolve ionic and polar compounds.'],"['D.', 'Water', '’', 's', 'polarity', 'allows', 'it', 'to', 'dissolve', 'ionic', 'and', 'polar', 'compounds', '.']"
Answer,"

C. A hydrogen bond will form between the hydrogen atom of one water molecule and the oxygen atom of the other water molecule.
",['\n\nC. A hydrogen bond will form between the hydrogen atom of one water molecule and the oxygen atom of the other water molecule.'],"['C.', 'A', 'hydrogen', 'bond', 'will', 'form', 'between', 'the', 'hydrogen', 'atom', 'of', 'one', 'water', 'molecule', 'and', 'the', 'oxygen', 'atom', 'of', 'the', 'other', 'water', 'molecule', '.']"
Answer,"
B. Water travels through vascular tissue from the roots to the leaves of a plant, moving against the force of gravity.
","['\nB.', 'Water travels through vascular tissue from the roots to the leaves of a plant, moving against the force of gravity.']","['B', '.', 'Water', 'travels', 'through', 'vascular', 'tissue', 'from', 'the', 'roots', 'to', 'the', 'leaves', 'of', 'a', 'plant', ',', 'moving', 'against', 'the', 'force', 'of', 'gravity', '.']"
Answer,The nucleotides of DNA and RNA contain a five-carbon sugar bonded to a phosphate group and a nitrogenous base.,['The nucleotides of DNA and RNA contain a five-carbon sugar bonded to a phosphate group and a nitrogenous base.'],"['The', 'nucleotides', 'of', 'DNA', 'and', 'RNA', 'contain', 'a', 'five-carbon', 'sugar', 'bonded', 'to', 'a', 'phosphate', 'group', 'and', 'a', 'nitrogenous', 'base', '.']"
Answer,The nucleotides of the virus contain uracil.,['The nucleotides of the virus contain uracil.'],"['The', 'nucleotides', 'of', 'the', 'virus', 'contain', 'uracil', '.']"
Answer,"Through dehydration synthesis, a covalent bond forms to connect the dipeptide together, and a water molecule forms as a product.","['Through dehydration synthesis, a covalent bond forms to connect the dipeptide together, and a water molecule forms as a product.']","['Through', 'dehydration', 'synthesis', ',', 'a', 'covalent', 'bond', 'forms', 'to', 'connect', 'the', 'dipeptide', 'together', ',', 'and', 'a', 'water', 'molecule', 'forms', 'as', 'a', 'product', '.']"
Answer,The crystalline structure of solid ice makes it less dense than liquid water.,['The crystalline structure of solid ice makes it less dense than liquid water.'],"['The', 'crystalline', 'structure', 'of', 'solid', 'ice', 'makes', 'it', 'less', 'dense', 'than', 'liquid', 'water', '.']"
Answer,"The high heat capacity of water allows the ocean to moderate the temperature of nearby air and land; Because water is less dense as a solid than as a liquid, it easily vaporizes, causing excess heat to escape into the air near coastal cities.","['The high heat capacity of water allows the ocean to moderate the temperature of nearby air and land; Because water is less dense as a solid than as a liquid, it easily vaporizes, causing excess heat to escape into the air near coastal cities.']","['The', 'high', 'heat', 'capacity', 'of', 'water', 'allows', 'the', 'ocean', 'to', 'moderate', 'the', 'temperature', 'of', 'nearby', 'air', 'and', 'land', ';', 'Because', 'water', 'is', 'less', 'dense', 'as', 'a', 'solid', 'than', 'as', 'a', 'liquid', ',', 'it', 'easily', 'vaporizes', ',', 'causing', 'excess', 'heat', 'to', 'escape', 'into', 'the', 'air', 'near', 'coastal', 'cities', '.']"
Answer,"Water molecules are polar, consisting of two partially positive hydrogen atoms, and one partially negative oxygen atom.","['Water molecules are polar, consisting of two partially positive hydrogen atoms, and one partially negative oxygen atom.']","['Water', 'molecules', 'are', 'polar', ',', 'consisting', 'of', 'two', 'partially', 'positive', 'hydrogen', 'atoms', ',', 'and', 'one', 'partially', 'negative', 'oxygen', 'atom', '.']"
Answer,The molecule is a nucleic acid.,['The molecule is a nucleic acid.'],"['The', 'molecule', 'is', 'a', 'nucleic', 'acid', '.']"
Answer,"DNA, which is a nucleic acid","['DNA, which is a nucleic acid']","['DNA', ',', 'which', 'is', 'a', 'nucleic', 'acid']"
Answer,The molecule is a complex carbohydrate.,['The molecule is a complex carbohydrate.'],"['The', 'molecule', 'is', 'a', 'complex', 'carbohydrate', '.']"
Answer,Ice is less dense than liquid water due to the hydrogen bonds that form a crystalline structure.,['Ice is less dense than liquid water due to the hydrogen bonds that form a crystalline structure.'],"['Ice', 'is', 'less', 'dense', 'than', 'liquid', 'water', 'due', 'to', 'the', 'hydrogen', 'bonds', 'that', 'form', 'a', 'crystalline', 'structure', '.']"
Answer,Cohesion and adhesion.,['Cohesion and adhesion.'],"['Cohesion', 'and', 'adhesion', '.']"
Answer, It helps stabilize temperature in environments and organisms.,[' It helps stabilize temperature in environments and organisms.'],"['It', 'helps', 'stabilize', 'temperature', 'in', 'environments', 'and', 'organisms', '.']"
Answer,"Hydrogen bonds create a ""film"" on the surface that resists external force.","['Hydrogen bonds create a ""film"" on the surface that resists external force.']","['Hydrogen', 'bonds', 'create', 'a', '``', 'film', ""''"", 'on', 'the', 'surface', 'that', 'resists', 'external', 'force', '.']"
Answer,Water’s high specific heat capacity.,['Water’s high specific heat capacity.'],"['Water', '’', 's', 'high', 'specific', 'heat', 'capacity', '.']"
Answer,Polar covalent bond.,['Polar covalent bond.'],"['Polar', 'covalent', 'bond', '.']"
Answer,"Water is polar and can dissolve other polar or ionic compounds, like salts.","['Water is polar and can dissolve other polar or ionic compounds, like salts.']","['Water', 'is', 'polar', 'and', 'can', 'dissolve', 'other', 'polar', 'or', 'ionic', 'compounds', ',', 'like', 'salts', '.']"
Answer,Water’s high heat of vaporization.,['Water’s high heat of vaporization.'],"['Water', '’', 's', 'high', 'heat', 'of', 'vaporization', '.']"
Answer,Adhesion to the xylem walls.,['Adhesion to the xylem walls.'],"['Adhesion', 'to', 'the', 'xylem', 'walls', '.']"
Answer,Water’s high specific heat capacity.,['Water’s high specific heat capacity.'],"['Water', '’', 's', 'high', 'specific', 'heat', 'capacity', '.']"
Answer,Hydrolysis,['Hydrolysis'],['Hydrolysis']
Answer,"It serves as a medium for chemical reactions, Facilitates the formation and breaking of covalent bonds, and interacts with the functional groups of monomers and polymers","['It serves as a medium for chemical reactions, Facilitates the formation and breaking of covalent bonds, and interacts with the functional groups of monomers and polymers']","['It', 'serves', 'as', 'a', 'medium', 'for', 'chemical', 'reactions', ',', 'Facilitates', 'the', 'formation', 'and', 'breaking', 'of', 'covalent', 'bonds', ',', 'and', 'interacts', 'with', 'the', 'functional', 'groups', 'of', 'monomers', 'and', 'polymers']"
Answer,Monomers,['Monomers'],['Monomers']
Answer,Dehydration synthesis,['Dehydration synthesis'],"['Dehydration', 'synthesis']"
Answer,Nucleic Acids,['Nucleic Acids'],"['Nucleic', 'Acids']"
Answer,Insulation,['Insulation'],['Insulation']
Answer,"Carbon, Hydrogen, Oxygen, and Nitrogen","['Carbon, Hydrogen, Oxygen, and Nitrogen']","['Carbon', ',', 'Hydrogen', ',', 'Oxygen', ',', 'and', 'Nitrogen']"
Answer,Carbohydrates,['Carbohydrates'],['Carbohydrates']
Answer,Adipose,['Adipose'],['Adipose']
Answer,Storage and transmission of genetic information,['Storage and transmission of genetic information'],"['Storage', 'and', 'transmission', 'of', 'genetic', 'information']"
Answer,"A 5-C sugar, a nitrogenous base, and a phosphate group","['A 5-C sugar, a nitrogenous base, and a phosphate group']","['A', '5-C', 'sugar', ',', 'a', 'nitrogenous', 'base', ',', 'and', 'a', 'phosphate', 'group']"
Answer,Proteins,['Proteins'],['Proteins']
Answer,Glycogen,['Glycogen'],['Glycogen']
Answer,Hormone,['Hormone'],['Hormone']
Answer,They are typically composed of fatty acids and glycerol held together by ester bonds.,['They are typically composed of fatty acids and glycerol held together by ester bonds.'],"['They', 'are', 'typically', 'composed', 'of', 'fatty', 'acids', 'and', 'glycerol', 'held', 'together', 'by', 'ester', 'bonds', '.']"
Answer,"Fast, short term energy for the body","['Fast, short term energy for the body']","['Fast', ',', 'short', 'term', 'energy', 'for', 'the', 'body']"
Answer,"Deoxyribonucleic Acid (DNA), Ribonucleic Acid (RNA), and Adenosine Triphosphate (ATP)","['Deoxyribonucleic Acid (DNA), Ribonucleic Acid (RNA), and Adenosine Triphosphate (ATP)']","['Deoxyribonucleic', 'Acid', '(', 'DNA', ')', ',', 'Ribonucleic', 'Acid', '(', 'RNA', ')', ',', 'and', 'Adenosine', 'Triphosphate', '(', 'ATP', ')']"
Answer,CHO (in a 1:2:1 ratio),['CHO (in a 1:2:1 ratio)'],"['CHO', '(', 'in', 'a', '1:2:1', 'ratio', ')']"
Answer,Cellulose,['Cellulose'],['Cellulose']
Answer,The linear sequence of amino acids.,['The linear sequence of amino acids.'],"['The', 'linear', 'sequence', 'of', 'amino', 'acids', '.']"
Answer,Peptide bonds,['Peptide bonds'],"['Peptide', 'bonds']"
Answer,The local folding patterns of the polypeptide chain,['The local folding patterns of the polypeptide chain'],"['The', 'local', 'folding', 'patterns', 'of', 'the', 'polypeptide', 'chain']"
Answer,Alpha helix and beta sheet,['Alpha helix and beta sheet'],"['Alpha', 'helix', 'and', 'beta', 'sheet']"
Answer,It has a template concept,['It has a template concept'],"['It', 'has', 'a', 'template', 'concept']"
Answer,"DNA has complementary base pairing and has A, T, G, C nitrogenous bases","['DNA has complementary base pairing and has A, T, G, C nitrogenous bases']","['DNA', 'has', 'complementary', 'base', 'pairing', 'and', 'has', 'A', ',', 'T', ',', 'G', ',', 'C', 'nitrogenous', 'bases']"
Answer,DNA polymerase functions in copying,['DNA polymerase functions in copying'],"['DNA', 'polymerase', 'functions', 'in', 'copying']"
Answer,separation concept,['separation concept'],"['separation', 'concept']"
Answer,"It has energetically favorable arrangement; is stable because of the shape of molecule (the double helix, bases in the interior of the helix)","['It has energetically favorable arrangement; is stable because of the shape of molecule (the double helix, bases in the interior of the helix)']","['It', 'has', 'energetically', 'favorable', 'arrangement', ';', 'is', 'stable', 'because', 'of', 'the', 'shape', 'of', 'molecule', '(', 'the', 'double', 'helix', ',', 'bases', 'in', 'the', 'interior', 'of', 'the', 'helix', ')']"
Answer,It has energetically favorable arrangement; is stable because of bonding,['It has energetically favorable arrangement; is stable because of bonding'],"['It', 'has', 'energetically', 'favorable', 'arrangement', ';', 'is', 'stable', 'because', 'of', 'bonding']"
Answer,"it has silent errors (""junk"" DNA; introns; redundancy of the genetic code)","['it has silent errors (""junk"" DNA; introns; redundancy of the genetic code)']","['it', 'has', 'silent', 'errors', '(', '``', 'junk', ""''"", 'DNA', ';', 'introns', ';', 'redundancy', 'of', 'the', 'genetic', 'code', ')']"
Answer,It is able to be repaired.,['It is able to be repaired.'],"['It', 'is', 'able', 'to', 'be', 'repaired', '.']"
Answer,"mutation (substitution, deletion, insertion, inversion, translocation)","['mutation (substitution, deletion, insertion, inversion, translocation)']","['mutation', '(', 'substitution', ',', 'deletion', ',', 'insertion', ',', 'inversion', ',', 'translocation', ')']"
Answer,crossing over (meiosis),['crossing over (meiosis)'],"['crossing', 'over', '(', 'meiosis', ')']"
Answer,"base changes (depurination, deamination, tautomerism","['base changes (depurination, deamination, tautomerism']","['base', 'changes', '(', 'depurination', ',', 'deamination', ',', 'tautomerism']"
Answer,gene rearrangements (antibody gives genes in stem cells,['gene rearrangements (antibody gives genes in stem cells'],"['gene', 'rearrangements', '(', 'antibody', 'gives', 'genes', 'in', 'stem', 'cells']"
Answer,"sensitive to mutagens (UV, x-ray)","['sensitive to mutagens (UV, x-ray)']","['sensitive', 'to', 'mutagens', '(', 'UV', ',', 'x-ray', ')']"
Answer,restriction enzyme recognition sequences,['restriction enzyme recognition sequences'],"['restriction', 'enzyme', 'recognition', 'sequences']"
Answer,colinearity of gene and protein,['colinearity of gene and protein'],"['colinearity', 'of', 'gene', 'and', 'protein']"
Answer,infinite base sequence combinations lead to protein variety,['infinite base sequence combinations lead to protein variety'],"['infinite', 'base', 'sequence', 'combinations', 'lead', 'to', 'protein', 'variety']"
Answer,variable numbers of base pairs per gene lead to different size of polypeptides,['variable numbers of base pairs per gene lead to different size of polypeptides'],"['variable', 'numbers', 'of', 'base', 'pairs', 'per', 'gene', 'lead', 'to', 'different', 'size', 'of', 'polypeptides']"
Answer,proteins are responsible for phenotype,['proteins are responsible for phenotype'],"['proteins', 'are', 'responsible', 'for', 'phenotype']"
Answer,description of transcription and translation,['description of transcription and translation'],"['description', 'of', 'transcription', 'and', 'translation']"
Answer,has metabolism,['has metabolism'],"['has', 'metabolism']"
Answer,is small,['is small'],"['is', 'small']"
Answer,is unicellular,['is unicellular'],"['is', 'unicellular']"
Answer,is a prokaryote,['is a prokaryote'],"['is', 'a', 'prokaryote']"
Answer,has a cell membrane made up of a phospolipid bilayer,['has a cell membrane made up of a phospolipid bilayer'],"['has', 'a', 'cell', 'membrane', 'made', 'up', 'of', 'a', 'phospolipid', 'bilayer']"
Answer,has a cytoplasm,['has a cytoplasm'],"['has', 'a', 'cytoplasm']"
Answer,"has a DNA, mRNA, tRNA","['has a DNA, mRNA, tRNA']","['has', 'a', 'DNA', ',', 'mRNA', ',', 'tRNA']"
Answer,has the ability to reproduce,['has the ability to reproduce'],"['has', 'the', 'ability', 'to', 'reproduce']"
Answer,"can mutate, adapt, or evolve through natural selection","['can mutate, adapt, or evolve through natural selection']","['can', 'mutate', ',', 'adapt', ',', 'or', 'evolve', 'through', 'natural', 'selection']"
Answer,has the ability to make proteins or had ribosomes on which proteins could be constructed,['has the ability to make proteins or had ribosomes on which proteins could be constructed'],"['has', 'the', 'ability', 'to', 'make', 'proteins', 'or', 'had', 'ribosomes', 'on', 'which', 'proteins', 'could', 'be', 'constructed']"
Answer,"can do energy transformations, ATP as energy molecule","['can do energy transformations, ATP as energy molecule']","['can', 'do', 'energy', 'transformations', ',', 'ATP', 'as', 'energy', 'molecule']"
Answer,Heterotrophic/Autoprophic,['Heterotrophic/Autoprophic'],['Heterotrophic/Autoprophic']
Answer,Aquatic,['Aquatic'],['Aquatic']
Answer,Different species exhibit adaptations as a result of the same environment,['Different species exhibit adaptations as a result of the same environment'],"['Different', 'species', 'exhibit', 'adaptations', 'as', 'a', 'result', 'of', 'the', 'same', 'environment']"
Answer,an inherited characteristic enables the organism to resist the effect of the toxin.,['an inherited characteristic enables the organism to resist the effect of the toxin.'],"['an', 'inherited', 'characteristic', 'enables', 'the', 'organism', 'to', 'resist', 'the', 'effect', 'of', 'the', 'toxin', '.']"
Answer,a single population divides into two reproductively isolated populations or equivalent (use of gene pools.,['a single population divides into two reproductively isolated populations or equivalent (use of gene pools.'],"['a', 'single', 'population', 'divides', 'into', 'two', 'reproductively', 'isolated', 'populations', 'or', 'equivalent', '(', 'use', 'of', 'gene', 'pools', '.']"
Answer,"Natural selection shapes behaviors such as kinesis (random movement in response to stimuli), fixed-action patterns (instinctive action sequences), and dominance hierarchies (social ranking) to enhance survival and reproductive success.","['Natural selection shapes behaviors such as kinesis (random movement in response to stimuli), fixed-action patterns (instinctive action sequences), and dominance hierarchies (social ranking) to enhance survival and reproductive success.']","['Natural', 'selection', 'shapes', 'behaviors', 'such', 'as', 'kinesis', '(', 'random', 'movement', 'in', 'response', 'to', 'stimuli', ')', ',', 'fixed-action', 'patterns', '(', 'instinctive', 'action', 'sequences', ')', ',', 'and', 'dominance', 'hierarchies', '(', 'social', 'ranking', ')', 'to', 'enhance', 'survival', 'and', 'reproductive', 'success', '.']"
Answer,"Natural selection favors heterozygote advantage when individuals with two different alleles for a trait have a survival or reproductive benefit over those with two identical alleles, helping maintain genetic diversity in a population.","['Natural selection favors heterozygote advantage when individuals with two different alleles for a trait have a survival or reproductive benefit over those with two identical alleles, helping maintain genetic diversity in a population.']","['Natural', 'selection', 'favors', 'heterozygote', 'advantage', 'when', 'individuals', 'with', 'two', 'different', 'alleles', 'for', 'a', 'trait', 'have', 'a', 'survival', 'or', 'reproductive', 'benefit', 'over', 'those', 'with', 'two', 'identical', 'alleles', ',', 'helping', 'maintain', 'genetic', 'diversity', 'in', 'a', 'population', '.']"
Answer,"Proteins are composed of amino acids linked in a specific sequence (primary structure), and this sequence determines their chemical properties, such as charge and polarity. These properties influence how proteins interact with other molecules in the body.","['Proteins are composed of amino acids linked in a specific sequence (primary structure), and this sequence determines their chemical properties, such as charge and polarity.', 'These properties influence how proteins interact with other molecules in the body.']","['Proteins', 'are', 'composed', 'of', 'amino', 'acids', 'linked', 'in', 'a', 'specific', 'sequence', '(', 'primary', 'structure', ')', ',', 'and', 'this', 'sequence', 'determines', 'their', 'chemical', 'properties', ',', 'such', 'as', 'charge', 'and', 'polarity', '.', 'These', 'properties', 'influence', 'how', 'proteins', 'interact', 'with', 'other', 'molecules', 'in', 'the', 'body', '.']"
Answer,"The primary structure of a protein folds into secondary structures like alpha helices and beta sheets, stabilized by hydrogen bonds between the amino acid backbone atoms. This folding helps form the protein's structural stability.","['The primary structure of a protein folds into secondary structures like alpha helices and beta sheets, stabilized by hydrogen bonds between the amino acid backbone atoms.', ""This folding helps form the protein's structural stability.""]","['The', 'primary', 'structure', 'of', 'a', 'protein', 'folds', 'into', 'secondary', 'structures', 'like', 'alpha', 'helices', 'and', 'beta', 'sheets', ',', 'stabilized', 'by', 'hydrogen', 'bonds', 'between', 'the', 'amino', 'acid', 'backbone', 'atoms', '.', 'This', 'folding', 'helps', 'form', 'the', 'protein', ""'s"", 'structural', 'stability', '.']"
Answer,prokaryotes have a single origin while eukaryotes have multiple origins.,['prokaryotes have a single origin while eukaryotes have multiple origins.'],"['prokaryotes', 'have', 'a', 'single', 'origin', 'while', 'eukaryotes', 'have', 'multiple', 'origins', '.']"
Answer,prokaryotes have no telomeres while eukaryotes have telomeres.,['prokaryotes have no telomeres while eukaryotes have telomeres.'],"['prokaryotes', 'have', 'no', 'telomeres', 'while', 'eukaryotes', 'have', 'telomeres', '.']"
Answer,the location of DNA in prokaryotes is the cytoplasm and cell membrane while the DNA in eukaryotes are in the nucleus.,['the location of DNA in prokaryotes is the cytoplasm and cell membrane while the DNA in eukaryotes are in the nucleus.'],"['the', 'location', 'of', 'DNA', 'in', 'prokaryotes', 'is', 'the', 'cytoplasm', 'and', 'cell', 'membrane', 'while', 'the', 'DNA', 'in', 'eukaryotes', 'are', 'in', 'the', 'nucleus', '.']"
Answer,prokaryotes have no RNA processing while eukaryotes do.,['prokaryotes have no RNA processing while eukaryotes do.'],"['prokaryotes', 'have', 'no', 'RNA', 'processing', 'while', 'eukaryotes', 'do', '.']"
